"(1, 132958), (2, 132958), (3, 133323), (4, 133323), (5, 133411), (6, 133417), (7, 133441), (8, 133441), (9, 133547), (10, 133661), (11, 133738), (12, 133800), (13, 133800), (14, 133800), (15, 133832), (16, 133888), (17, 133888), (18, 133979), (19, 133979), (20, 133979), (21, 134144)"
"(1, 122651.17), (2, 130881.64), (3, 131842.43), (4, 132622.08), (5, 133116.26), (6, 133326.74), (7, 133374.46), (8, 133415.74), (9, 133425.58), (10, 133454.61), (11, 133530.22), (12, 133618.01), (13, 133716.17), (14, 133759.04), (15, 133790.82), (16, 133804.64), (17, 133817.76), (18, 133855.34), (19, 133895.29), (20, 133922.27), (21, 133977.76)"
"(1, 132237), (2, 132321), (3, 132812), (4, 132967), (5, 133011), (6, 133149), (7, 133149), (8, 133288), (9, 133288), (10, 133288), (11, 133288), (12, 133288), (13, 133288), (14, 133288), (15, 133288), (16, 133288), (17, 133288), (18, 133288), (19, 133288), (20, 133288), (21, 133288)"
"(1, 123617.97), (2, 131257.86), (3, 131949.28), (4, 132388.99), (5, 132740.2), (6, 132921.66), (7, 133035.46), (8, 133122.29), (9, 133178.01), (10, 133244.51), (11, 133287.92), (12, 133288.0), (13, 133288.0), (14, 133288.0), (15, 133288.0), (16, 133288.0), (17, 133288.0), (18, 133288.0), (19, 133288.0), (20, 133288.0), (21, 133288.0)"
"(1, 131513), (2, 132194), (3, 132329), (4, 132540), (5, 132540), (6, 132576), (7, 132576), (8, 132576), (9, 132588), (10, 132715), (11, 132715), (12, 133148), (13, 133148), (14, 133148), (15, 133148), (16, 133148), (17, 133148), (18, 133148), (19, 133148), (20, 133148), (21, 133148)"
"(1, 122142.46), (2, 130763.86), (3, 131725.62), (4, 132166.16), (5, 132318.27), (6, 132400.31), (7, 132515.86), (8, 132558.0), (9, 132576.21), (10, 132585.14), (11, 132610.14), (12, 132696.67), (13, 132787.24), (14, 132935.32), (15, 133122.2), (16, 133148.0), (17, 133148.0), (18, 133148.0), (19, 133148.0), (20, 133148.0), (21, 133148.0)"
"(1, 131587), (2, 132347), (3, 132842), (4, 133417), (5, 133417), (6, 133417), (7, 133510), (8, 133510), (9, 133741), (10, 133917), (11, 133917), (12, 133917), (13, 133937), (14, 133937), (15, 133947), (16, 133947), (17, 133947), (18, 133947), (19, 133947), (20, 133947), (21, 133947)"
"(1, 121874.54), (2, 130914.38), (3, 131667.39), (4, 132309.9), (5, 132655.35), (6, 132987.97), (7, 133333.83), (8, 133425.06), (9, 133458.41), (10, 133530.75), (11, 133617.73), (12, 133770.74), (13, 133882.42), (14, 133918.6), (15, 133924.4), (16, 133936.8), (17, 133943.8), (18, 133947.0), (19, 133947.0), (20, 133947.0), (21, 133947.0)"
"(1, 132403), (2, 132403), (3, 133198), (4, 133198), (5, 133198), (6, 133383), (7, 133383), (8, 133383), (9, 133383), (10, 133474), (11, 133474), (12, 133474), (13, 133474), (14, 133474), (15, 133474), (16, 133474), (17, 133484), (18, 133484), (19, 133484), (20, 133484), (21, 133484)"
"(1, 123305.09), (2, 131209.29), (3, 131874.08), (4, 132464.55), (5, 132954.25), (6, 133185.83), (7, 133210.12), (8, 133247.6), (9, 133341.64), (10, 133388.92), (11, 133400.33), (12, 133443.21), (13, 133471.8), (14, 133474.0), (15, 133474.0), (16, 133474.0), (17, 133474.2), (18, 133475.3), (19, 133478.5), (20, 133483.9), (21, 133484.0)"
Worst,133003
Best,134144
Average,133443.3
Runtime,3.835789
