"(1, 604), (2, 647), (3, 647), (4, 655), (5, 655), (6, 655), (7, 655), (8, 655), (9, 655), (10, 655), (11, 655), (12, 655), (13, 655), (14, 655), (15, 655), (16, 655), (17, 655), (18, 655), (19, 655), (20, 655), (21, 655)"
"(1, 399.96666666666664), (2, 563.6), (3, 611.0), (4, 639.9333333333333), (5, 649.6666666666666), (6, 654.2), (7, 655.0), (8, 655.0), (9, 655.0), (10, 655.0), (11, 655.0), (12, 655.0), (13, 655.0), (14, 655.0), (15, 655.0), (16, 655.0), (17, 655.0), (18, 655.0), (19, 655.0), (20, 655.0), (21, 655.0)"
"(1, 556), (2, 604), (3, 604), (4, 632), (5, 632), (6, 632), (7, 640), (8, 659), (9, 659), (10, 659), (11, 659), (12, 659), (13, 659), (14, 659), (15, 659), (16, 659), (17, 659), (18, 659), (19, 659), (20, 659), (21, 659)"
"(1, 440.6), (2, 542.8), (3, 574.2666666666667), (4, 605.2666666666667), (5, 613.0), (6, 628.5), (7, 633.6), (8, 640.1333333333333), (9, 648.5333333333333), (10, 657.9333333333333), (11, 659.0), (12, 659.0), (13, 659.0), (14, 659.0), (15, 659.0), (16, 659.0), (17, 659.0), (18, 659.0), (19, 659.0), (20, 659.0), (21, 659.0)"
"(1, 623), (2, 623), (3, 623), (4, 652), (5, 660), (6, 671), (7, 671), (8, 671), (9, 671), (10, 671), (11, 671), (12, 671), (13, 671), (14, 671), (15, 671), (16, 671), (17, 671), (18, 671), (19, 671), (20, 671), (21, 671)"
"(1, 435.1333333333333), (2, 582.4666666666667), (3, 616.2), (4, 624.9333333333333), (5, 632.2333333333333), (6, 649.3666666666667), (7, 662.6), (8, 667.6666666666666), (9, 671.0), (10, 671.0), (11, 671.0), (12, 671.0), (13, 671.0), (14, 671.0), (15, 671.0), (16, 671.0), (17, 671.0), (18, 671.0), (19, 671.0), (20, 671.0), (21, 671.0)"
"(1, 594), (2, 594), (3, 601), (4, 614), (5, 614), (6, 622), (7, 622), (8, 622), (9, 622), (10, 622), (11, 622), (12, 622), (13, 622), (14, 622), (15, 622), (16, 622), (17, 622), (18, 622), (19, 622), (20, 622), (21, 622)"
"(1, 415.23333333333335), (2, 556.1333333333333), (3, 584.0), (4, 594.9666666666667), (5, 605.5666666666667), (6, 614.5333333333333), (7, 617.7333333333333), (8, 622.0), (9, 622.0), (10, 622.0), (11, 622.0), (12, 622.0), (13, 622.0), (14, 622.0), (15, 622.0), (16, 622.0), (17, 622.0), (18, 622.0), (19, 622.0), (20, 622.0), (21, 622.0)"
"(1, 546), (2, 612), (3, 659), (4, 673), (5, 693), (6, 693), (7, 693), (8, 701), (9, 701), (10, 701), (11, 701), (12, 701), (13, 701), (14, 701), (15, 701), (16, 701), (17, 701), (18, 701), (19, 701), (20, 701), (21, 701)"
"(1, 412.2), (2, 544.4), (3, 596.6333333333333), (4, 643.6666666666666), (5, 664.0333333333333), (6, 680.1333333333333), (7, 691.0666666666667), (8, 694.6), (9, 698.0666666666667), (10, 701.0), (11, 701.0), (12, 701.0), (13, 701.0), (14, 701.0), (15, 701.0), (16, 701.0), (17, 701.0), (18, 701.0), (19, 701.0), (20, 701.0), (21, 701.0)"
Worst,622
Best,701
Average,661.7
Runtime,0.1390808
